sku,name,subtitle,product_type,scent,price,market_price,stock,status,engraving_available,review_count,category_path,image_count,url_key,detail_url,description,inspiration,usage_advice,features,craft,formula_texture,ingredients,details,editorial_content
DECO01694,松林色陶瓷线香盒（限量版）,手工制作釉面瓷,,,1290.0,1290.0,0,1,0,0,decoration/accessories|decoration/best-seller-deco|decoration/gift-ideas-deco|decoration/see-all,4,deco-deco01694-1,https://www.diptyque-cn.com/p/deco-deco01694-1.html,"传统线香托盘焕新呈现，作为精致装饰摆件，徐徐释放盘香的悠然芬芳。
这件釉面瓷作品于葡萄牙手工打造，饰以层次柔和的绿色调，以及源自 Mathilde Jonquière 马赛克花园灵感的镂空纹样。螺旋线香需另行购买。
今年夏天，Diptyque 邀人们置身水镜花园，开启一段清新又充满感官魅力的惬意时光。古老石板铺就的小径、罗马松洒落的树荫、繁花灌木与橙树相映成趣。宏伟喷泉涌出澄澈晶莹的水流，空气中悬浮的水滴在阳光下折射出璀璨光芒，唤醒所有感官。
为呈现这般夏日景致，品牌特别展现了 Mathilde Jonquière 的精湛工艺。这位马赛克艺术家从夏日水中花园汲取灵感，以威尼斯珐琅、玻璃浆与金色马赛克碎片精心排布，创作出如壁画般的图案。系列香氛瓶身与礼盒上的装饰与插画，均源自这些艺术作品，传递这一刻的诗意美感。",,"为确保 Diptyque 香盘座在使用过程中的安全、品质与耐用性，建议遵循以下注意事项：
请放置在平整、无蜡、无漆且耐热的表面上。
将 Diptyque 双螺旋线香分开。
打开线香托盘，将一枚螺旋线香轻轻放置在底座上。
点燃线香一端后合上盖子。
使用后请洗手。
燃烧时切勿无人看管。
避免直接吸入烟雾。
请在室外或通风良好的室内使用。
请远离儿童、宠物、纺织品及一切易燃物品。
待香灰完全冷却后再进行处理。
线香托盘可用肥皂水搭配柔软海绵清洁。
因表面带有釉面光泽，底座边缘在长期使用中，可能因与盖子接触而产生轻微划痕。","适用于 Diptyque 盘香
材质：釉面瓷
重量：663g
尺寸：直径 15.2cm；高 5.9cm","NG Porcelanas 瓷器厂坐落于葡萄牙阿威罗地区，二十余年来始终秉持精益求精的匠人精神，打造出诸多享誉欧洲的知名瓷器。
制作花砖azulejos的传统精湛工艺，至今仍持续为当代作品创作提供灵感。大师级瓷器工匠精心打造独特作品、复刻款与定制单品，他们堪称工艺传承的使者，以极致精准与一丝不苟的匠心，呈现每一件器物。",,,（限量版）,
DECO01617,水墨画陶瓷托盘,于葡萄牙手工制作而成,,,1050.0,1050.0,13,1,0,0,decoration/tray,5,deco01617-home-fragrance-diffuser-refill,https://www.diptyque-cn.com/p/deco01617-home-fragrance-diffuser-refill.html,"图纹样式及色调随机，各不相同。可搭配室内扩香摆件100ML、200ML，亦可搭配不同规格室内香氛蜡烛。
室内扩香摆件是对Diptyque独家专业技艺的诠释，为每一处室内空间提供持久且精致的嗅觉体验，营造诗意氛围。",,,"-建议用蘸有少许水分的软布擦拭。
-可用洗碗机清洗。",,,,,
DECO01622,水墨画陶瓷烛盖 S,大理石纹素瓷,,,560.0,560.0,46,1,0,0,decoration/lids-and-snuffers,4,deco01622-deco,https://www.diptyque-cn.com/p/deco01622-deco.html,"手工调和的瓷土交织出黑白色的袅袅烟雾，悉心呵护香氛蜡烛的香调。每件作品皆独一无二。
大理石纹陶土幻化为迷幻飘渺的烟圈，对比色交织成独特的风景。与混色陶瓷烛台和托盘搭配皆宜，营造和谐美感。",,,以温水和肥皂清洁。,珍罕的混陶工艺旨在由匠人同时手工注入两种不同色调的色浆，使其自然交融，形成随机而飘渺的纹理。作品经过高温无釉烧制，形成了一层哑光润饰，触感丝滑，彰显简约纯粹的美学。每件作品皆独一无二，展现由浅至深的独特神秘色调。,,,,
DECO01623,水墨画陶瓷烛盖 L,大理石纹素瓷,,,1200.0,1200.0,12,1,0,0,decoration|decoration/lids-and-snuffers|decoration/objects|decoration/see-all,4,deco01623-deco,https://www.diptyque-cn.com/p/deco01623-deco.html,"手工调和的黑白陶土于烛盖之上交织出独特风景，令每件作品皆独一无二。珍罕配饰。
烛盖点缀标志性Diptyque金字塔标识，对比色彩交织出烟雾缭绕的梦幻朦胧之景。适宜配搭混陶托盘。",,,以温水和肥皂清洁。,珍罕的混陶工艺旨在由匠人同时手工注入两种不同色调的色浆，使其自然交融，形成随机而飘渺的纹理。作品经过高温无釉烧制，形成了一层哑光润饰，触感丝滑，彰显简约纯粹的美学。每件作品皆独一无二，展现由浅至深的独特神秘色调。,,,,
DECO01624,水墨画陶瓷托盘 S,大理石纹素瓷,,,650.0,650.0,9,1,0,0,decoration|decoration/gift-ideas-deco|decoration/see-all|decoration/tray,4,deco01624-deco,https://www.diptyque-cn.com/p/deco01624-deco.html,"黑白瓷土经手工调和，变换成宛若烛焰轻烟般的纹理，令每件作品皆独一无二。
实用作品点缀对比色调交织成的袅袅烟圈，迷幻朦胧。可用于收纳小号香氛蜡烛，个人香氛或日常小物。",,,,,,,,
DECO01625,水墨画陶瓷托盘 M,大理石纹素瓷,,,800.0,800.0,19,1,0,0,decoration|decoration/gift-ideas-deco|decoration/objects|decoration/see-all|decoration/tray,4,deco01625-deco,https://www.diptyque-cn.com/p/deco01625-deco.html,"以烟雾缭绕之景为灵感，托盘表面呈现独特的渐变纹理。手工混陶大理石纹托盘，凝聚珍罕工艺。
纯白背景，延展晕染出绿色、蓝色、灰色与黑色。展示蜡烛与配饰的优雅之选。",,,以温水和肥皂清洁。,珍罕的混陶工艺旨在由匠人同时手工注入两种不同色调的色浆，使其自然交融，形成随机而飘渺的纹理。作品经过高温无釉烧制，形成了一层哑光润饰，触感丝滑，彰显简约纯粹的美学。每件作品皆独一无二，展现由浅至深的独特神秘色调。,,,,
DECO01626,水墨画陶瓷托盘 L,大理石纹素瓷,,,950.0,950.0,29,1,0,0,decoration|decoration/objects|decoration/see-all|decoration/tray,4,deco01626-deco,https://www.diptyque-cn.com/p/deco01626-deco.html,"手工调和的陶土呈现独特的层次与色彩，仿若烛焰升起的缕缕烟雾。每件作品皆独一无二。
手工艺赋予大号托盘惊艳的纹理与图案，流转其间，与各类空间搭配皆宜。适宜收纳香氛、香氛蜡烛和配饰。",,,,,,,,
DECO01630,樱花陶瓷烛盖,素瓷手工制作,,,620.0,620.0,23,1,0,0,decoration|decoration/candles-and-accessories|decoration/lids-and-snuffers|decoration/objects|decoration/see-all,4,deco01630-deco,https://www.diptyque-cn.com/p/deco01630-deco.html,"这款素瓷烛盖专为樱花香氛蜡烛而设，设计富有诗意，由匠人手工塑造而成。
饰以一朵雅致白花，向Diptyque的植物香氛世界致敬。宛如一首献给自然与初春的颂歌。",,,以温水和肥皂清洁。,,,,,
DECO01631,水墨画陶瓷烛台,大理石纹素瓷,,,560.0,560.0,28,1,0,0,decoration|decoration/objects|decoration/see-all|decoration/stands,6,deco01631-deco,https://www.diptyque-cn.com/p/deco01631-deco.html,"点缀配饰的黑白大理石纹宛若袅袅烟圈，在装点蜡烛之余，亦能保护台面。每件作品皆独一无二。
手工调和的陶土在对比色交织中，映现出蓝灰、苔藓绿、灰与黑的色调，呈现如同烟雾般朦胧迷离的独特景致。适宜配混色陶瓷烛盖和托盘。",,,,,,,,
DECO01651,竖纹玻璃烛罩配白色椭圆托盘,高硼硅玻璃与素瓷,,,1670.0,1670.0,22,1,0,0,decoration|decoration/candle-holders|decoration/candles-and-accessories|decoration/objects|home/accessories,6,deco01651-pdp,https://www.diptyque-cn.com/p/deco01651-pdp.html,"手工吹制的玻璃烛罩置于浮雕瓷盘之上，两种由火焰诞生额艺术在此展开对话。光影交织，尽显精致。
高硼硅玻璃的轮廓令火焰散射出变幻光影。与品牌标志性的椭圆素瓷托盘搭配，成就熠熠生辉的光影仪式，也可安放各式香氛蜡烛配件及首饰。
Diptyque重新诠释其标志性的竖纹烛罩，将高硼硅玻璃与浮雕素瓷巧妙结合，呼应品牌经典设计。玻璃烛罩的设计灵感源自创始人Christiane Gautrot在圣日耳曼大道总店收集的玻璃罐，并将这些实验室里的器皿被转化为日常的诗意摆件。
硼硅玻璃以其坚固与透光性而闻名，能放大烛火的光晕，聚拢成水晶般澄澈的光影。精雕细琢的陶瓷托盘，为点燃香氛蜡烛的仪式营造出一方诗意天地。",,"为了安全、可持续地使用烛罩：
当烛杯中剩余的蜡体少于 5 毫米，或金属烛芯底座露出时，请停止使用蜡烛。
请勿将点燃的蜡烛放置在烛台中超过 4 小时。
切勿将点燃的蜡烛单独放置在无人看管的位置。
当蜡烛点燃或蜡液尚未凝固时，切勿移动烛台。
切勿将点燃的蜡烛放置在通风口附近或直接放在易损物品的表面。
请将蜡烛放在儿童和宠物接触不到的地方，并远离易燃物品。
清洁说明
用温水和肥皂清洁托盘。
玻璃烛罩部分可用洗碗机清洗。","专为放置经典蜡烛而设计
材质：高硼硅玻璃钟形罩和素瓷托盘
重量：803g
尺寸：长 20.5cm/宽 12cm；高 14cm",高硼硅玻璃与素瓷是品牌的核心材质，均经烈火淬炼而成。在法国旺代省，工匠们吹制玻璃，赋予其坚固与通透的质感。瓷器经烧制而成，呈现天鹅绒般的哑光触感，彰显其高温烧制的本源。两者共同体现了精准、稳定与精湛技艺，皆为火焰及其仪式感而生。,,,,
DECO01406,菱纹印花笔记本,96页横格线条,,菱纹,330.0,330.0,4,1,0,0,decoration/stationery|new-and-trending,5,diamonds-in-graphite-notebook,https://www.diptyque-cn.com/p/diamonds-in-graphite-notebook.html,"本款菱纹印花笔记本封套饰以品牌标志性椭圆图案灵感，是随心记录理想伴侣。
搭配有补充册，延续创作旅程的乐趣。",,,"-可搭配笔记本补充页和椭圆贴纸标签使用
-尺寸：A5/14.5厘米x21厘米
-页数：96页横格线条，丝带书签
-材质：纸张
-重量：175克
-产地：意大利",,,,,
DECO01416,菱纹印花便签本,约500张,,菱纹,720.0,720.0,3,1,0,0,decoration/stationery|new-and-trending,5,diamonds-in-graphite-notepad,https://www.diptyque-cn.com/p/diamonds-in-graphite-notepad.html,"菱纹印花图案便签本，记录每一次弥足珍贵的灵光一现。
黑白相间的几何装饰图案如钻石般闪耀。礼赠自用两相宜。",,,"-内含：500余张便签页
-材质：纸制品
-尺寸：高10厘米/长10厘米
-重量：720克
-产地：意大利",,,,,
DECO01432,菱纹印花笔筒,,,菱纹,580.0,580.0,0,1,0,0,decoration/stationery|new-and-trending,4,diamonds-in-graphite-pencil-pot,https://www.diptyque-cn.com/p/diamonds-in-graphite-pencil-pot.html,"本款菱纹印花笔筒的装饰图案将品牌标志性椭圆元素与几何线条融合。
和谐精妙的黑白搭配，为办公空间平添高雅质感。适合搭配同款装饰图案的其他办公用品。",,,"-材质：纸制品
-尺寸：高11厘米/直径8厘米
-重量：106克
-产地：意大利",,,,,
CARDIFFI1,无花果车载扩香器香氛套装,果香调,candle,希腊无花果,1040.0,1040.0,9,1,0,0,home/collections/figuier|home/diffusers|home/diffusers/diffusers|new-and-trending/summer-scents,4,diffuseur-pour-la-voiture-et-sa-cartouche-parfumee-figuier-2,https://www.diptyque-cn.com/p/diffuseur-pour-la-voiture-et-sa-cartouche-parfumee-figuier-2.html,"只需轻松固定于车内出风口，便可即刻享受扩香体验。带来无花果的树叶、果实汁液的木质气息。
一整棵令人着迷的无花果树在此呈现:树皮的温暖，树叶的清新，果实汁液的乳香气息",,"香气扩散的开始或停止都迅速而不留痕迹，让你可以根据自己的喜好选择和改变香型。
扩香器的可调节金属片使你可以控制车内香气的浓度。香氛补充包若在使用后置入包装袋并密封，补充装可持续散香约三个月。","-使用后妥善密封，补充包可持续散香约三个月。
-开封后可在密封袋中储存18个月。
-连续40小时使用寿命。
-规格：高7.4厘米；宽5.9厘米",,,,,
SET5EDTV1,淡香水礼盒五支装,,,,1070.0,1070.0,0,1,0,0,fragrances|fragrances/gift-ideas-fragrances|fragrances/tous-les-parfums,4,discovery-set-of-5-eaux-de-toilette-1,https://www.diptyque-cn.com/p/discovery-set-of-5-eaux-de-toilette-1.html,"此款礼盒内含5支Diptyque经典淡香水-杜桑、感官之水、希腊无花果、影中之水和玫瑰，开启Diptyque香氛之旅。
感受Diptyque所创造的层出不穷的感官惊喜。","Diptyque始终游走于梦想与现实之间，不受传统性别规范或文化界限的限制，将视觉、手感和嗅觉融为一体，不断重温惊喜的香氛世界。在此，诚邀您体验Diptyque的五款经典淡香水，感受层出不穷的感官惊喜。
香水包括：
杜桑
灵感源自下龙湾的夏日，海风拂面而来，带着晚香玉、橙花和茉莉的芬芳，令人心旷神怡。
影中之水
黑醋栗叶片的浓浓绿意、叶芽的酸涩调性与馥郁的玫瑰花香，呈现动人的自然景象。
玫瑰之水
大马士革玫瑰与千叶玫瑰两大经典的结晶，精致动人的玫瑰气息，伴随着轻盈的果香及若隐若现的酸涩绿意。
感官之水
完美展现了苦橙树的每一个维度。从根茎到树梢、从枝叶到果实的精华无不包含其间。
希腊无花果
致以整株无花果树的赞歌：树叶的清爽绿意、白木的馥郁浓香，还有果实的乳香气息。",,,,,ROSE:变性乙醇、水、香精。Doson:变性乙醇、香精、水。Ombre:变性乙醇、水、香精。Sens:变性乙醇、香精、水、甲氧基肉桂酸乙基己酯。其他微量成分：水杨酸乙基己酯、丁基甲氧基二苯甲酰基甲烷、丁羟甲苯。Philop:变性乙醇、水、香精,,
DRGDISHSOAP,橙花餐具清洁液,洁净、去污、泡沫丰富,candle,,370.0,370.0,0,1,0,0,home|home/collections/la-droguerie-collection|home/diffusers|home/diffusers/la-droguerie|home/gift-ideas-home,3,dishwashing-liquid-with-orange-blossom-500ml,https://www.diptyque-cn.com/p/dishwashing-liquid-with-orange-blossom-500ml.html,"可轻松实现洁净去污功效，带来橙花、柑橘及罗勒的愉悦香气，仿佛夏日的气息始终环绕左右。
经过Ecocert认证，同款规格补充包只需倒入原装玻璃瓶樽即可使用。","家居清洁护理系列
从卧室到客厅，从玄关到浴室......Diptyque的创作始终是生活中愉悦与诗意的源泉。品牌的经典技艺于传承间不断延展，慢慢将生活的艺术渗透到家居环境中的每个角落。
家居清洁系列邀你体验家居清洁养护的焕新之旅，每一件独具特色的产品都结合了功效与环保、香气与设计。
这系列包括餐具清洁液、多用途家居清洁喷雾、蜂蜡皮革及木制品护理剂、雪松木衣物香氛陶瓷（适用于羊毛及精细织物）、罗勒除味蜡烛。","家居清洁护理系列使用建议：
-餐具浸泡于温水后，只需加入1到2滴清洁液即可 随后以清水洗净。
-清洁重污餐具时，Diptyque餐具刷可以成为橙花餐具清洁液的美妙搭档。
-燃气灶的喷嘴往往较难清洁，可将其置于一碗清水稀释过的清洁液中浸泡一晚。",,,,,,
DOSONP75CV1,杜桑淡香精,晚香玉、橙花、茉莉、龙涎香,fragrance,,1650.0,1650.0,10,1,1,0,fragrances|fragrances/collections/do-son|fragrances/eaux-de-parfum|fragrances/gift-ideas-fragrances|fragrances/tous-les-parfums,5,do-son-eau-de-parfum-75ml-1,https://www.diptyque-cn.com/p/do-son-eau-de-parfum-75ml-1.html,"晚香玉的芬芳令人联想起日落时分，洁白的花朵在暮色中摇曳生姿。搭配着茉莉和橙花的香气。
杜桑淡香精来自于Diptyque创始人之一Yves Coueslant那段在越南度过的夏日童年回忆。杜桑精致而馥郁的香气让他久久难以忘怀。",,,,,,变性乙醇、香精、水,,
DOSON100V2,杜桑淡香水,晚香玉、橙花、茉莉、海洋香调,fragrance,,1420.0,1420.0,11,1,1,0,fragrances|fragrances/best-sellers-fragrances|fragrances/collections/do-son|fragrances/eaux-de-toilette|fragrances/tous-les-parfums,5,do-son-eau-de-toilette-1,https://www.diptyque-cn.com/p/do-son-eau-de-toilette-1.html,杜桑淡香水来自于Diptyque创办人之一Yves Coueslant那段在越南度过的夏日童年回忆。杜桑精致而馥郁的香气让他久久难以忘怀。,"品牌创始人之一Yves Coueslant儿时曾于越南下龙湾的海边度假，轻拂的海风带来了丰润甜美又性感的的晚香玉气息。杜桑精致而馥郁的香气中弥漫着他在越南度过的那段童年回忆，久久难以忘怀。
在越南花市上，晚香玉通常会以大片的美人蕉树叶包裹。有时还会搭配茉莉或依兰依兰，在当地的寺庙作为侍奉之用。",,,,,变性乙醇、香精、水,,
DOSHMISTV1,杜桑发香喷雾,晚香玉、橙花、茉莉、海洋香调,fragrance,杜桑,580.0,580.0,10,1,0,0,fragrances|fragrances/collections/do-son|fragrances/gift-ideas-fragrances|fragrances/hair-mists|fragrances/tous-les-parfums,4,do-son-hair-mist-1,https://www.diptyque-cn.com/p/do-son-hair-mist-1.html,"杜桑精致而馥郁的香气，灵感来自于品牌创始人之一Yves Coueslant于越南下龙湾的海边度假的童年回忆。
轻拂的海风带来了丰润甜美又性感的的晚香玉气息。",,在洗净后的头发，距离头发20cm处，喷洒适量于头发上。,,,轻盈而细腻，仿佛为发丝笼上一层看不见的香气面纱，令发丝散发精致芬芳。,变性乙醇、水、香精、PEG-40 氢化蓖麻油、椰油醇-辛酸酯/癸酸酯、甲氧基肉桂酸乙基己酯。其他微量成分：油茶(CAMELLIA OLEIFERA)籽油、水杨酸乙基己酯、丁基甲氧基二苯甲酰基甲烷、丁羟甲苯、生育酚(维生素E),,
DOSHCREAMV1,杜桑护手霜,晚香玉、橙花、茉莉,fragrance,杜桑,390.0,390.0,1,1,0,0,bath-body-care|bath-body-care/all-bath-body-care|bath-body-care/gift-ideas-body|bath-body-care/hand-care|fragrances/cented-body-care|fragrances/collections/do-son|fragrances/tous-les-parfums,4,do-son-hand-cream-45-ml-1,https://www.diptyque-cn.com/p/do-son-hand-cream-45-ml-1.html,"仿佛置身于夏日里的越南海湾，朵朵浪花为潮湿的热带气息带去一丝清凉的同时，亦送上了新鲜迷人的晚香玉花香。
质地丰盈的护手霜采用专为手部设计的特殊配方，在保护手部肌肤的同时带来诱人香气。",,取适量涂抹于干燥或清洁后的双手。,,,"质地丰盈的护手霜采用专为手部设计的特殊配方，在保护手部肌肤的同时带来诱人香气。
富含芦荟和澳洲坚果籽油，防护及修复功效质地丰盈，也可滋养指甲。","水、甘油、椰油醇-辛酸酯/癸酸酯、全缘叶澳洲坚果（MACADAMIA INTEGRIFOLIA）籽油、硅石、香精、1,2-戊二醇、鲸蜡醇、PEG-100 硬脂酸酯、甘油硬脂酸酯、卡波姆、硬脂酸、棕榈酸、氯苯甘醚、苯甲酸钠。其他微量成分：透明质酸钠、氢氧化钠、库拉索芦荟（ALOE BARBADENSIS）叶汁粉、生育酚（维生素E）",,
SOAPDOSONV1,杜桑 - 香氛皂,晚香玉、橙花、茉莉,,,350.0,350.0,0,1,0,0,bath-body-care|bath-body-care/all-bath-body-care|bath-body-care/body-care|fragrances/cented-body-care|fragrances/collections/do-son|fragrances/tous-les-parfums,4,do-son-perfumed-soap-1,https://www.diptyque-cn.com/p/do-son-perfumed-soap-1.html,"富含甜杏仁油，杜桑香氛幻化成细密泡沫拥抱肌肤。
在沐浴时，细腻的香氛泡沫散发杜桑带来的阵阵晚香玉的香气。在带给肌肤全新的沐浴体验的同时留下清爽感与清香。",Diptyque秉承品牌传统于香氛悠远历史中汲取灵感。以一种新的方式-香氛之艺身体护理系列重塑用香之道，使无形缥缈愉悦感官的香氛世界触手可及。相得益彰的质感与香气随即开启一场独特的嗅觉与触觉感官之旅。只需要日常护理的简单步骤，便可收获一整天极尽雅致的香氛体验和仪式感。,,,,香氛皂以天然植物成分为主，并添加一抹香甜的杏仁油。香氛皂的泡沫散发杜桑的细腻花香，在带给肌肤全新的沐浴体验的同时留下清爽感与清香。,棕榈油酸钠、棕榈仁油酸钠、水、香精、甘油、甜扁桃（PRUNUS AMYGDALUS DULCIS）油、氯化钠、EDTA 四钠、羟乙磷酸四钠、CI 77891,香氛皂,
SOLIDEDOSO3,杜桑 - 固体香膏,晚香玉、橙花、茉莉、海洋香调,,,560.0,560.0,0,1,0,0,fragrances|fragrances/collections/do-son|fragrances/solid-perfumes|fragrances/tous-les-parfums,4,do-son-refillable-solid-perfume-4,https://www.diptyque-cn.com/p/do-son-refillable-solid-perfume-4.html,"轻轻涂抹在肌肤之上。感受杜桑令人沉醉的晚香玉的香气。
外盒的彩色插画展现出品牌创始人之一Yves Coueslant在越南的那段童年回忆。",,"将香膏轻点在身体较为温热的几处：颈部、耳后、手腕的位置。
每款香型均配有补充装。",,,,小麦（TRITICUM VULGARE）淀粉、异壬酸异壬酯、香精、石蜡、硅石、合成蜡、氢化微晶蜡、微晶蜡,固体香膏,
RSOLIDEDOS1,杜桑香膏补充装,晚香玉、橙花、茉莉、海洋香调,fragrance,杜桑,380.0,380.0,0,1,0,0,fragrances|fragrances/collections/do-son|fragrances/solid-perfumes|fragrances/tous-les-parfums,4,do-son-refills-solid-perfume-1,https://www.diptyque-cn.com/p/do-son-refills-solid-perfume-1.html,"只需一个手势即可直接涂抹在肌肤。带来杜桑令人沉醉的晚香玉的香气。
外盒的彩色插画展现出品牌创始人之一Yves Coueslant在印度支那的那段童年回忆。",,"-内含两枚香膏补充装，可替换使用两次。
-替换补充装时，使盒盖保持打开状态，将附赠的工具对准外盒背部小圆孔，将香膏内芯推出取出内芯，将补充装置入即可。",,,,小麦（TRITICUM VULGARE）淀粉、异壬酸异壬酯、香精、石蜡、硅石、合成蜡、氢化微晶蜡、微晶蜡,,
DOSSHOILV1,杜桑柔肤沐浴油,晚香玉、橙花、茉莉,,,480.0,480.0,0,1,0,0,bath-body-care|bath-body-care/all-bath-body-care|bath-body-care/best-sellers|bath-body-care/body-care|bath-body-care/gift-ideas-body|fragrances/cented-body-care|fragrances/collections/do-son|fragrances/gift-ideas-fragrances|fragrances/tous-les-parfums,4,do-son-shower-oil-1,https://www.diptyque-cn.com/p/do-son-shower-oil-1.html,"沐浴油遇水即转化为绵密丝滑的泡沫，为肌肤带去轻柔洁净与曼妙芳香。
轻拂的海风带来了丰润甜美又性感的的晚香玉气息。萃取丰富的杏仁油精华，为全身肌肤带来舒适柔滑的美妙体验。",,,,,"柔软的质地,给肌肤带来丝滑质感，使你沉浸在多重感官愉悦之中的沐浴油。精油遇水即转化为绵密丝滑的泡沫，为肌肤带去轻柔洁净与曼妙芳香。萃取丰富的杏仁油精华，为全身肌肤带来舒适柔滑的美妙体验。",蓖麻（RICINUS COMMUNIS）籽油、月桂醇聚醚-4、月桂醇聚醚硫酸酯 MIPA 盐、杏（PRUNUS ARMENIACA）仁油、香精、油酸/亚油酸/亚麻酸聚甘油酯类、丙二醇、生育酚（维生素E）。其他微量成分：季戊四醇四酯、向日葵（HELIANTHUS ANNUUS）籽油,,
DECO00784,托盘S-多米诺,陶瓷,,,650.0,650.0,0,1,0,0,decoration|decoration/objects|decoration/ornaments|decoration/see-all|decoration/tray,4,domino-tray-small-model-deco00784,https://www.diptyque-cn.com/p/domino-tray-small-model-deco00784.html,"优雅的装饰托盘，为葡萄牙工艺大师之作，可存放首饰等精致小物。
别具一格的功能性装饰作品，融合Art Deco装饰风格的独特魅力。",,建议用皂液及软布清洁，可洗碗机清洗。,"材质：陶瓷
重量：110g
尺寸：宽8.5cm / 长11cm",NG Porcelanas工坊位于葡萄牙北部阿威罗，专注于欧洲优质瓷器作品的创作。凭借精湛技艺的传承及不断创新，被法国政府授予“活文化企业”的殊荣，并为Diptyque打造了一些列精美餐具及装饰作品。,,,,
DOSBLOT,杜桑香氛润肤乳,晚香玉、橙花、茉莉,fragrance,杜桑,540.0,540.0,8,1,0,0,bath-body-care/all-bath-body-care|bath-body-care/best-sellers|bath-body-care/body-care|bath-body-care/gift-ideas-body,4,doson-hand-and-body-lotion-1,https://www.diptyque-cn.com/p/doson-hand-and-body-lotion-1.html,"晚香玉的芬芳令人联想起日落时分，洁白的花朵在暮色中摇曳生姿。搭配着茉莉和橙花的香气。
仿佛置身于夏日里的越南海湾，朵朵浪花为潮湿的热带气息带去一丝清凉的同时，亦送上了新鲜迷人的晚香玉花香。",,,,,外观与乳液无异，而涂抹于肌肤之上的质感却轻盈，喃喃吟唱柔美的乐章。而在其轻柔的曲调之下，香氛的多个神秘侧面得以一一展现。,,,
CAPITAP75CV1,巴黎之水淡香精,玫瑰、佛手柑、广藿香、玫瑰浆果,fragrance,,1650.0,1650.0,8,1,1,0,fragrances|fragrances/collections/eau-capitale|fragrances/eaux-de-parfum|fragrances/tous-les-parfums,5,eau-capitale-eau-de-parfum-1,https://www.diptyque-cn.com/p/eau-capitale-eau-de-parfum-1.html,"于Diptyque而言，唯有层次丰富的传奇香调，才能致敬“千面之城”巴黎。
恣意绽放的玫瑰花束搭配新鲜的佛手柑，粉红胡椒平添一丝辛辣气息。而广藿香则仿佛带来自由的宣言。",,,,,,变性乙醇、水、香精、水杨酸乙基己酯、丁基甲氧基二苯甲酰基甲烷。其他微量成分：乙醇、三（四甲基羟基哌啶醇）柠檬酸盐,,
CAPIHMIST,巴黎之水发香喷雾,玫瑰、佛手柑、广藿香,fragrance,巴黎之水,580.0,580.0,10,1,0,0,bath-body-care/all-bath-body-care|fragrances|fragrances/collections/eau-capitale|fragrances/hair-mists|fragrances/tous-les-parfums,4,eau-capitale-hair-mist,https://www.diptyque-cn.com/p/eau-capitale-hair-mist.html,"恣意绽放的玫瑰花束搭配新鲜的佛手柑，粉红胡椒平添一丝辛辣气息。而广藿香则仿佛带来自由的宣言。
巴黎之水发香喷雾轻盈而细腻。展现巴黎之水馥郁的香气。",Diptyque秉承品牌传统于香氛悠远历史中汲取灵感。以一种新的方式-香氛之艺身体护理系列重塑用香之道，使无形缥缈愉悦感官的香氛世界触手可及。相得益彰的质感与香气随即开启一场独特的嗅觉与触觉感官之旅。只需要日常护理的简单步骤，便可收获一整天雅致的香氛体验和仪式感。,洗净头发后，在距离头发20cm处，喷洒适量于头发上。,,,轻盈而细腻，仿佛为发丝笼上一层看不见的香气面纱，令发丝散发精致芬芳。,变性乙醇、水、香精、PEG-40 氢化蓖麻油、椰油醇-辛酸酯/癸酸酯、水杨酸乙基己酯、丁基甲氧基二苯甲酰基甲烷。其他微量成分：油茶(CAMELLIA OLEIFERA)籽油、乙醇、季戊四醇四(双-叔丁基羟基氢化肉桂酸)酯、三(四甲基羟基哌啶醇)柠檬酸盐、苯甲醇、苯甲酸甲酯、生育酚(维生素E),,
LIERRE100V3,利埃尔淡香水,白松香、仙客来、紫檀木、粉红胡椒,fragrance,,1420.0,1420.0,3,1,1,0,fragrances|fragrances/eaux-de-toilette|fragrances/tous-les-parfums,4,eau-de-lierre-eau-de-toilette-2021,https://www.diptyque-cn.com/p/eau-de-lierre-eau-de-toilette-2021.html,"传说常春藤是坚忍不拔、忠贞可靠的象征，这种特质在某种意义上与香氛相契合。但我们无法从长春藤中直接提炼原精，因此必须设法还原它的香气。
叶片散发的香气、延展开去的根茎的气息，利埃尔淡香水完整诠释了常春藤的香气特征：清新的水润质感，以及藤蔓间汁液渗出的草本香气。",传说常春藤是坚忍不拔、忠贞可靠的象征，这种特质在某种意义上与香氛相契合。但我们无法从长春藤中直接提炼原精，因此必须设法还原它的香气：叶片散发的香气、延展开去的根茎的气息......利埃尔淡香水完整诠释了常春藤的香气特征：清新的水润质感，以及藤蔓间汁液渗出的草本香气。,,,,,变性乙醇、香精、水,,
MINTP75CV2,曼特淡香精,广藿香、天竺葵、薄荷、玫瑰醚,fragrance,,1650.0,1650.0,7,1,1,0,fragrances|fragrances/eaux-de-parfum|fragrances/tous-les-parfums,5,eau-de-parfum-eau-de-minthe-2,https://www.diptyque-cn.com/p/eau-de-parfum-eau-de-minthe-2.html,"灵感源自希腊神话故事，通过对薄荷清新香气的运用，致敬调香界的标志性的香调。
另外搭配活泼的天竺葵与深层的广藿香。植物香气的混合下，勾勒出一段生动的神话故事。",,,,,,变性乙醇、香精、水、甲氧基肉桂酸乙基己酯。其他微量成分：水杨酸乙基己酯、丁基甲氧基二苯甲酰基甲烷、丁羟甲苯,,
